JOBID        USER    ACCOUNT              STATE        CPU MIN_ME         TIME END_TIME             NODELIST(REASON)
22563042     madero  weddigen.ki.uzh      RUNNING        8 62850M      1:46:14 2025-07-25T09:55:33  u20-chaiam0-611
22570276     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570275     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570274     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570273     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570272     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570271     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570270     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570269     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570268     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570267     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570266     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570265     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570264     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570263     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570262     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570261     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570260     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570259     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570258     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570257     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570256     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570255     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570254     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570253     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570252     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570251     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570250     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570249     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570248     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570247     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570246     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570245     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570244     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570243     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570242     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570241     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570240     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570239     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570238     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570237     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570236     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570235     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570234     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570233     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570232     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570231     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570230     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570229     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570228     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570227     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570226     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570225     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570224     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570223     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570222     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570221     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570220     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570219     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570218     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570217     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570216     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570215     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570214     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570212     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570211     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570210     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570209     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570208     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570207     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570206     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570205     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570204     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570203     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570202     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570201     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570200     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570199     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570198     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570197     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570196     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570195     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570194     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570193     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570192     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570191     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570190     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570189     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570188     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570187     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570186     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570185     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570184     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570183     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570182     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570181     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570180     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570179     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570178     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570177     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570176     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570175     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570174     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570173     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570172     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570171     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570170     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570169     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570168     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570167     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570166     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570165     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570164     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570163     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570162     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570161     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570160     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570159     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570158     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570157     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570156     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570155     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570154     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570153     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570152     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570151     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570150     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570149     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570148     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570147     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570146     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570145     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570144     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570143     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570142     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570141     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570140     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570139     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570138     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570137     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570136     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570135     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570134     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570133     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570132     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570131     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570130     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570129     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570128     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570127     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570126     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570125     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570124     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570123     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570122     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570121     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570120     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570119     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570118     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570117     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570116     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570115     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570114     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570113     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570112     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570110     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570109     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570108     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570107     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570106     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570105     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570104     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570103     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570102     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570101     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570100     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570099     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570098     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570097     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570096     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570095     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570094     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570093     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570092     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570091     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570090     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570089     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570088     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570087     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570086     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570085     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570084     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570083     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570082     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570081     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570080     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570079     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570078     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570077     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570076     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570075     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570074     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570073     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570072     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570071     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570070     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570069     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570068     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570067     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570066     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570065     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570064     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570063     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570062     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570061     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570060     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570059     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570058     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570057     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570056     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570055     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570054     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570053     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570052     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570051     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570050     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570049     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570048     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570047     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570046     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570045     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570044     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570043     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570042     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570041     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570040     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570039     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570038     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570037     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570036     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570035     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570034     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570033     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570032     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570031     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570030     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570029     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570028     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570027     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570026     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570025     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570024     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570023     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570022     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570021     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570020     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570019     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570018     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570017     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570016     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570015     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570014     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570013     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570012     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570011     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570010     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570009     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570008     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570007     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570006     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570005     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570004     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570003     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570002     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570001     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22570000     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569999     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569998     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569997     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569996     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569995     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569994     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569993     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569992     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569991     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569990     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569989     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569988     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569987     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569986     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569985     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569984     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569983     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569982     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569981     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569980     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569979     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569978     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569977     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569976     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569975     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569974     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569973     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569972     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569971     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569970     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569969     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569968     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569967     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569966     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569965     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569964     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569963     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569962     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569961     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569960     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569959     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569958     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569957     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569956     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569955     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569954     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569953     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
22569952     ncanta  regli.med.uzh        PENDING        1    32G         0:00 N/A                  (Priority)
